0,0.4745940907819928
1,0.7704286350659686
2,0.8356513525118077
3,0.8639874825318654
4,0.898880740578007
5,0.8873675126041243
6,0.8444240253737705
7,0.8704513269125886
8,0.8356014779483014
9,0.8911205213291817
10,0.8929370825481859
11,0.8003292849890637
12,0.7734156354594313
13,0.8326757918147141
14,0.8447708240536986
15,0.8652718791338856
16,0.864862151657841
17,0.8041503264807219
18,0.6428157595729767
19,0.8381137634194364
20,0.872750103760561
21,0.9175663804584997
22,0.8763190503255571
23,0.9442575290050099
24,0.7867577875352096
25,0.8621492115867468
26,0.8426554736092982
27,0.8970157175458413
28,0.8228185155796355
29,0.8672312278768806
30,0.8196048228884252
31,0.669165813778259
32,0.8202245463861595
33,0.8185375939441752
34,0.8350620419091697
35,0.8611775331639853
