0,0.5757485108647433
1,0.6887576916193525
2,0.8416601895879652
3,0.8987688611991941
4,0.8970791130876441
5,0.8655152712845133
6,0.8628019254440983
7,0.8885162417690955
8,0.8842820741883167
9,0.902075189630034
10,0.8715173174897765
11,0.7831416358513602
12,0.8263784678261881
13,0.8101777041983931
14,0.8216045293372317
15,0.8913322544595185
16,0.8300239217693475
17,0.8176639010492511
18,0.7128986284930321
19,0.8648369371977067
20,0.8880403953846275
21,0.9125202504772615
22,0.8341546650230636
23,0.8494435956184332
24,0.7107114069595477
25,0.8797297423724745
26,0.9028098778559365
27,0.8579605706096779
28,0.8247545382251296
29,0.8398980996337918
30,0.8532220208426128
31,0.7398367580321917
32,0.8359417094746474
33,0.8813672286852853
34,0.8324248535251787
35,0.8679874354172201
