0,156.0
1,61.0
2,44.0
3,33.0
4,24.0
5,27.0
6,39.0
7,31.0
8,33.0
9,26.0
10,67.0
11,59.0
12,87.0
13,60.0
14,87.0
15,36.0
16,42.0
17,78.0
18,178.0
19,41.0
20,39.0
21,34.0
22,42.0
23,18.0
24,98.0
25,96.0
26,37.0
27,50.0
28,70.0
29,62.0
30,58.0
31,100.0
32,55.0
33,55.0
34,49.0
35,34.0
