0,10671.0
1,10595.0
2,10585.0
3,10603.0
4,10596.0
5,10594.0
6,10599.0
7,10603.0
8,10646.0
9,10598.0
10,10191.0
11,10568.0
12,10512.0
13,10499.0
14,10295.0
15,10580.0
16,10530.0
17,10482.0
18,10484.0
19,10599.0
20,10541.0
21,10417.0
22,10495.0
23,10429.0
24,10404.0
25,10181.0
26,10616.0
27,10328.0
28,10475.0
29,10375.0
30,10546.0
31,10609.0
32,10557.0
33,10565.0
34,10558.0
35,10599.0
